,Surgeons,NPI,URL,Gender,Surgery Volume,Med School,Med Year,Residency,Certifications,Hospitals,# Death Cases,Death Rate,# Problem Cases,Problem Rate,Combined Score,Avg Review,# of Reviews
426,Dr. Alan C. Peterson,1477555225,www.checkbook.org/surgeonratings/Lung-Surgery/Alan-C-Peterson/1477555225/,Male,,Washington University,1973,University of Michigan Hospitals,Thoracic and Cardiac Surgery,Lutheran Hospital of Indiana;,-99,-99.0,21,15.3,-1.2638234157333152,4.581818181818182,11.0
427,Dr. Karen Rieger,1598870982,www.checkbook.org/surgeonratings/Lung-Surgery/Karen-Rieger/1598870982/,Female,,Rush University,1990,,Thoracic and Cardiac Surgery,IU Health University Hospital;,-99,-99.0,55,20.1,-0.7236999474509324,4.773529411764706,68.0
428,Dr. Michael A. Savitt,1609838184,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-A-Savitt/1609838184/,Male,,Duke University,1989,,Thoracic and Cardiac Surgery,Saint Joseph Regional Medical Center;Aurora Sinai/Aurora St. Luke's Medical Center;Columbia St. Mary's Ozaukee;Aurora Medical Center (Grafton);,-99,-99.0,37,31.7,0.5815984342314925,4.534228187919463,149.0
429,Dr. Ray Sawaqed,1023109899,www.checkbook.org/surgeonratings/Lung-Surgery/Ray-Sawaqed/1023109899/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Methodist Hospitals;St. Mary Medical Center (Hobart);,-99,-99.0,25,31.8,0.5928510064873757,,
430,Dr. Michael Frederick Steinberg,1073688248,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Frederick-Steinberg/1073688248/,Male,,University of Pittsburgh,1996,Shawds Hosp-U FL,Thoracic and Cardiac Surgery,Memorial Hospital of South Bend;Elkhart General Hospital;Saint Joseph Regional Medical Center;,-99,-99.0,29,25.2,-0.14981876240090086,3.6,12.0
431,Dr. John H. Storey,1104914340,www.checkbook.org/surgeonratings/Lung-Surgery/John-H-Storey/1104914340/,Male,,University of New Mexico,1990,,Surgery;Thoracic and Cardiac Surgery,Community Heart and Vascular Hospital;Community Hospital North;,-99,-99.0,44,27.4,0.0977378272285245,4.757553956834532,139.0
432,Dr. James M. Van Daalen,1972516094,www.checkbook.org/surgeonratings/Lung-Surgery/James-M-Van-Daalen/1972516094/,Male,,University of Chicago,1982,,Thoracic and Cardiac Surgery,Clark Memorial Hospital;Norton Healthcare;Baptist Health Louisville;,-99,-99.0,38,33.2,0.7503870180697375,4.714285714285714,7.0
433,Dr. Lee S. Wagmeister,1063470649,www.checkbook.org/surgeonratings/Lung-Surgery/Lee-S-Wagmeister/1063470649/,Male,,University of Rochester,1992,,Thoracic and Cardiac Surgery,The Heart Hospital at Deaconess Gateway;Deaconess Hospital (Newburgh);St. Mary's Medical Center (Evansville);,-99,-99.0,91,17.6,-1.0050142538480067,4.562814070351759,199.0
434,Dr. Mir Wasif Ali,1831301647,www.checkbook.org/surgeonratings/Lung-Surgery/Mir-Wasif-Ali/1831301647/,Male,,University of California-San Diego,2001,,Surgery;Thoracic and Cardiac Surgery,St. Luke's Hospital (Cedar Rapids);Mercy Medical Center - Cedar Rapids;Mercy Hospital of Iowa City;,-99,-99.0,40,30.5,0.44656756716089685,4.125,24.0
435,Dr. James Michael Levett,1154329092,www.checkbook.org/surgeonratings/Lung-Surgery/James-Michael-Levett/1154329092/,Male,,University of Iowa,1974,,Thoracic and Cardiac Surgery,St. Luke's Hospital (Cedar Rapids);Mercy Medical Center - Cedar Rapids;Mercy Hospital of Iowa City;,-99,-99.0,38,18.7,-0.8812359590332942,4.4,10.0
436,Dr. Joseph A. Morris,1841254349,www.checkbook.org/surgeonratings/Lung-Surgery/Joseph-A-Morris/1841254349/,Male,,University of Iowa,1986,,Surgery,St. Luke's Regional Medical Center;Mercy Medical Center - Sioux City;,-99,-99.0,34,11.4,-1.702673733712751,3.944,25.0
437,Dr. Michael J. Niehaus,1992764096,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-J-Niehaus/1992764096/,Male,,University of Iowa,1982,,Surgery,Great River Medical Center;,-99,-99.0,25,20.4,-0.6899422306832838,4.317777777777778,45.0
438,Dr. Eromosele Anthony Otoadese,1013960129,www.checkbook.org/surgeonratings/Lung-Surgery/Eromosele-Anthony-Otoadese/1013960129/,Male,,SUNY-Downstate,1987,New York Methodist Hospital,Thoracic and Cardiac Surgery,Allen Hospital;,-99,-99.0,22,40.9,1.616835081772726,2.8428571428571425,28.0
439,Dr. Kalpaj Rajnikant Parekh,1396849675,www.checkbook.org/surgeonratings/Lung-Surgery/Kalpaj-Rajnikant-Parekh/1396849675/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,University of Iowa Hospitals and Clinics;,-99,-99.0,89,32.2,0.6378612955109078,4.5,119.0
440,Dr. Ganga Prabhakar,1023109444,www.checkbook.org/surgeonratings/Lung-Surgery/Ganga-Prabhakar/1023109444/,Male,,,,WVa Univ,Surgery;Thoracic and Cardiac Surgery,Mercy Medical Center (Des Moines);,-99,-99.0,27,37.0,1.1779847637932903,5.0,16.0
441,Dr. Brian Keith Rundall,1841217585,www.checkbook.org/surgeonratings/Lung-Surgery/Brian-Keith-Rundall/1841217585/,Male,,Lake Erie College of Osteopathic Medicine,2000,Northside Medical Center and Tod Childrens,Surgery;Thoracic and Cardiac Surgery,Eastern Idaho Regional Medical Center;Iowa Methodist Medical Center;,-99,-99.0,18,28.4,0.21026354978735423,5.0,4.0
442,Dr. Mark Taylor,1669453924,www.checkbook.org/surgeonratings/Lung-Surgery/Mark-Taylor/1669453924/,Male,,Baylor University,1986,,Surgery,Mary Greeley Medical Center;,-99,-99.0,55,23.9,-0.2961022017273796,4.4,28.0
443,Dr. Kent C. Thieman,1922094747,www.checkbook.org/surgeonratings/Lung-Surgery/Kent-C-Thieman/1922094747/,Male,,University of Iowa,1978,Broadlawns-Ia Medth Med Ctr,Thoracic and Cardiac Surgery,Iowa Methodist Medical Center;Iowa Lutheran Hospital;,-99,-99.0,26,15.8,-1.2075605544539003,5.0,2.0
444,Dr. Marnix A. Verhofste,1821070657,www.checkbook.org/surgeonratings/Lung-Surgery/Marnix-A-Verhofste/1821070657/,Male,,,,,Surgery;Surgical Critical Care;Thoracic and Cardiac Surgery,Mercy Medical Center (Des Moines);Trinity Regional Medical Center;,72,13.1,69,37.4,1.7037437207697899,4.387499999999999,16.0
445,Dr. James O. Wright,1780663260,www.checkbook.org/surgeonratings/Lung-Surgery/James-O-Wright/1780663260/,Male,,University of Texas-Southwestern,1974,,Thoracic and Cardiac Surgery,Allen Hospital;,-99,-99.0,15,65.1,4.339957567696405,3.0,15.0
446,Dr. Keith Blaine Allen,1609804855,www.checkbook.org/surgeonratings/Lung-Surgery/Keith-Blaine-Allen/1609804855/,Male,,University of Kansas,1986,Rush-Presybn-St Lukes MC,Surgery;Thoracic and Cardiac Surgery;Vascular Surgery,Saint Luke's Hospital of Kansas City;North Kansas City Hospital;,-99,-99.0,13,34.0,0.8404075961168009,3.8461538461538463,13.0
447,Dr. Matthew Anthony Arneson,1962462523,www.checkbook.org/surgeonratings/Lung-Surgery/Matthew-Anthony-Arneson/1962462523/,Male,,Western University,1999,,Surgery;Thoracic and Cardiac Surgery,Kansas Heart Hospital;Wesley Medical Center;Via Christi Hospital;,-99,-99.0,30,26.6,0.007717249181461022,,
448,Dr. Emmanuel Daon,1770534018,www.checkbook.org/surgeonratings/Lung-Surgery/Emmanuel-Daon/1770534018/,Male,,Louisiana State University-New Orleans,1993,,Surgery;Thoracic and Cardiac Surgery,The University of Kansas Hospital;,-99,-99.0,41,30.6,0.45782013941678,4.482352941176471,34.0
449,Dr. Thomas H. Estep,1700883618,www.checkbook.org/surgeonratings/Lung-Surgery/Thomas-H-Estep/1700883618/,Male,,Foreign Medical School--Canada,1975,University IN Med Ctr,Thoracic and Cardiac Surgery,Wesley Medical Center;Kansas Heart Hospital;Via Christi Hospital;,-99,-99.0,23,24.0,-0.28484962947149645,5.0,6.0
450,Dr. Robert H. Fleming,1770542961,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-H-Fleming/1770542961/,Male,,University of Kansas,1987,,Thoracic and Cardiac Surgery,Kansas Medical Center;Hutchinson Regional Medical Center;Hays Medical Center;Via Christi Hospital;,-99,-99.0,18,47.6,2.3707574229168857,3.6750000000000003,12.0
451,Dr. Brett Eugene Grizzell,1659599314,www.checkbook.org/surgeonratings/Lung-Surgery/Brett-Eugene-Grizzell/1659599314/,Male,,University of Kansas,2004,,Surgery;Thoracic and Cardiac Surgery,Kansas Heart Hospital;Via Christi Hospital;Wesley Medical Center;,-99,-99.0,42,27.6,0.12024297174029076,,
452,Dr. Clarke Latta Henry,1750389029,www.checkbook.org/surgeonratings/Lung-Surgery/Clarke-Latta-Henry/1750389029/,Male,,University of Kansas,1978,Vanderbilt U Affil Hosps,Thoracic and Cardiac Surgery,Shawnee Mission Medical Center;,-99,-99.0,20,15.3,-1.2638234157333152,,
453,Dr. Sanjay G. Khicha,1811054992,www.checkbook.org/surgeonratings/Lung-Surgery/Sanjay-G-Khicha/1811054992/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Kansas Heart Hospital;Wesley Medical Center;Via Christi Hospital;,-99,-99.0,43,16.6,-1.1175399764068363,4.909523809523809,21.0
454,Dr. David W. Lutes,1760421309,www.checkbook.org/surgeonratings/Lung-Surgery/David-W-Lutes/1760421309/,Male,,University of Iowa,1990,,Thoracic and Cardiac Surgery,Stormont-Vail Regional Health Center;,-99,-99.0,43,18.4,-0.9149936758009432,5.0,3.0
455,Dr. James Edwin Miller,1992758148,www.checkbook.org/surgeonratings/Lung-Surgery/James-Edwin-Miller/1992758148/,Male,,University of Pennsylvania,1981,,Surgery;Thoracic and Cardiac Surgery,Olathe Medical Center;,-99,-99.0,37,15.0,-1.297581132500964,4.553488372093024,43.0
456,Dr. Gregory F. Muehlebach,1285745208,www.checkbook.org/surgeonratings/Lung-Surgery/Gregory-F-Muehlebach/1285745208/,Male,,Saint Louis University,1989,,Thoracic and Cardiac Surgery,The University of Kansas Hospital;,-99,-99.0,60,24.1,-0.27359705721561334,4.546666666666667,45.0
457,Dr. Prem Kumar Samuel,1043266380,www.checkbook.org/surgeonratings/Lung-Surgery/Prem-Kumar-Samuel/1043266380/,Male,,Foreign Medical School--India,1990,U Nev Sch Med,Surgery;Thoracic and Cardiac Surgery,Lee's Summit Medical Center;Menorah Medical Center;Centerpoint Medical Center;Overland Park Regional Medical Center;St. Joseph Medical Center (Kansas City);,-99,-99.0,29,19.4,-0.8024679532421135,4.5,54.0
458,Dr. Peter J. Tutuska,1699783225,www.checkbook.org/surgeonratings/Lung-Surgery/Peter-J-Tutuska/1699783225/,Male,,Albany Medical College,1982,,Surgery;Thoracic and Cardiac Surgery,Stormont-Vail Regional Health Center;,-99,-99.0,49,19.2,-0.8249730977538793,4.757692307692308,26.0
459,Dr. Robert Douglas Adams,1447207436,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-Douglas-Adams/1447207436/,Male,,University of Illinois,1988,N Carolina Bapt Hosp,Thoracic and Cardiac Surgery,Owensboro Health;,-99,-99.0,77,42.2,1.763118521099205,4.64,85.0
460,Dr. Roy Glenn Bowling,1871525865,www.checkbook.org/surgeonratings/Lung-Surgery/Roy-Glenn-Bowling/1871525865/,Male,,University of Louisville,1978,,Thoracic and Cardiac Surgery,Jewish Hospital/Sts. Mary and Elizabeth Hospital;Norton Healthcare;,122,5.5,117,22.6,-0.2760536761311787,3.0799999999999996,15.0
461,Dr. Eric Hunter Bronstein,1265401566,www.checkbook.org/surgeonratings/Lung-Surgery/Eric-Hunter-Bronstein/1265401566/,Male,,SUNY-Stony Brook,1987,,Surgery;Thoracic and Cardiac Surgery,King's Daughters Medical Center (Ashland);St. Joseph's Regional Medical Center;,-99,-99.0,61,34.3,0.8741653128844495,4.2,38.0
462,Dr. Royce Ford Calhoun,1477535110,www.checkbook.org/surgeonratings/Lung-Surgery/Royce-Ford-Calhoun/1477535110/,Male,,Yale University,1989,Mount Sinai Hospital,Cardiovascular Disease,UC Davis Medical Center;Fremont Medical Center/Rideout Memorial Hospital;,108,8.1,99,29.7,0.5158439981514344,3.1,22.0
463,Dr. Wallace R. Carter,1659370070,www.checkbook.org/surgeonratings/Lung-Surgery/Wallace-R-Carter/1659370070/,Male,,,,,Thoracic and Cardiac Surgery,The Medical Center (Bowling Green);,-99,-99.0,37,49.5,2.584556295778662,4.667999999999999,25.0
464,Dr. Wilson Monroe Clements,1154418150,www.checkbook.org/surgeonratings/Lung-Surgery/Wilson-Monroe-Clements/1154418150/,Male,,University of Tennessee,1998,,Surgery;Thoracic and Cardiac Surgery,St. Elizabeth;Central Baptist Hospital;,-99,-99.0,32,31.5,0.5590932897197266,4.27719298245614,57.0
465,Dr. Alberto L. De Hoyos,1851355333,www.checkbook.org/surgeonratings/Lung-Surgery/Alberto-L-De-Hoyos/1851355333/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Northwestern Memorial Hospital;,99,5.1,99,21.6,-0.3926905926719425,3.6666666666666665,9.0
466,Dr. Richard D. Floyd,1750316444,www.checkbook.org/surgeonratings/Lung-Surgery/Richard-D-Floyd/1750316444/,Male,,Duke University,1978,,Thoracic and Cardiac Surgery,Saint Joseph Hospital (Lexington);,-99,-99.0,44,34.7,0.9191756019079821,3.5,20.0
467,Dr. Robert T. Fried,1710989751,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-T-Fried/1710989751/,Male,,Georgetown University,1983,,Thoracic and Cardiac Surgery,King's Daughters Medical Center (Ashland);,-99,-99.0,52,38.2,1.3130156308638863,3.5388888888888888,18.0
468,Dr. Vanessa R. Gibson,1407053036,www.checkbook.org/surgeonratings/Lung-Surgery/Vanessa-R-Gibson/1407053036/,Female,,University of Louisville,1999,,Thoracic and Cardiac Surgery,Upstate University Hospital;,-99,-99.0,34,26.7,0.018969821437343756,4.396551724137931,29.0
469,Dr. Dennis Havens,1558301853,www.checkbook.org/surgeonratings/Lung-Surgery/Dennis-Havens/1558301853/,Male,,University of Michigan,1968,University of New Mexico Hospital,Surgery;Surgical Critical Care;Thoracic and Cardiac Surgery,Pikeville Medical Center;,-99,-99.0,46,34.7,0.9191756019079821,4.5588235294117645,17.0
470,Dr. Richard J. Heuer,1497757439,www.checkbook.org/surgeonratings/Lung-Surgery/Richard-J-Heuer/1497757439/,Male,,University of Miami,1988,USC-Los Angeles Co Med Ctr,Thoracic and Cardiac Surgery,Lake Cumberland Regional Hospital;,-99,-99.0,34,42.2,1.763118521099205,4.452325581395349,172.0
471,Dr. Carl M. Johnson,1073519070,www.checkbook.org/surgeonratings/Lung-Surgery/Carl-M-Johnson/1073519070/,Male,,Vanderbilt University,1978,,Surgery;Thoracic and Cardiac Surgery,Baptist Health Paducah;,-99,-99.0,23,32.4,0.6603664400226732,,
472,Dr. Jonathan David Kraut,1710902937,www.checkbook.org/surgeonratings/Lung-Surgery/Jonathan-David-Kraut/1710902937/,Male,,,,,Thoracic and Cardiac Surgery,Baptist Health Louisville;,134,8.5,130,29.3,0.5537129089010175,4.871428571428572,63.0
473,Dr. Robert B. Lee,1285785709,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-B-Lee/1285785709/,Male,,University of Mississippi,1984,,Thoracic and Cardiac Surgery,Maury Regional Hospital;St. Dominic-Jackson Memorial Hospital;Lourdes Hospital - Paducah;Central Mississippi Medical Center;,-99,-99.0,12,22.5,-0.4536382133097411,3.905263157894737,19.0
474,Dr. Robert William Linker,1720010713,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-William-Linker/1720010713/,Male,,University of Louisville,1978,,Thoracic and Cardiac Surgery,Baptist Health Louisville;,131,3.9,126,25.1,-0.37689274397803707,4.538461538461538,26.0
475,Dr. James P. Locher,1841215597,www.checkbook.org/surgeonratings/Lung-Surgery/James-P-Locher/1841215597/,Male,,University of Tennessee,1989,Roanoke Meml Hosp Affil U Va,Surgery;Thoracic and Cardiac Surgery,UnityPoint Health - Methodist;OSF St. Anthony Medical Center;,-99,-99.0,20,19.0,-0.8474782422656452,5.0,23.0
476,Dr. Jeremiah Thomas Martin,1235310707,www.checkbook.org/surgeonratings/Lung-Surgery/Jeremiah-Thomas-Martin/1235310707/,Male,,,,Hospital of Saint Raphael,Surgery;Thoracic and Cardiac Surgery,UK HealthCare;,-99,-99.0,37,32.8,0.705376729046205,4.4,24.0
477,Dr. George J. Mikos,1972564268,www.checkbook.org/surgeonratings/Lung-Surgery/George-J-Mikos/1972564268/,Male,,University of Oklahoma,1990,,Thoracic and Cardiac Surgery,Norton Healthcare;,328,5.8,315,24.8,-0.10699483987045438,4.446341463414634,41.0
478,Dr. Robert O. Mitchell,1942261094,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-O-Mitchell/1942261094/,Male,,University of Louisville,1988,University of Louisville Hospital,Thoracic and Cardiac Surgery,Central Baptist Hospital;,-99,-99.0,45,20.0,-0.7349525197068154,4.027966101694916,236.0
479,Dr. Hamid R. Mohammadzadeh,1053394619,www.checkbook.org/surgeonratings/Lung-Surgery/Hamid-R-Mohammadzadeh/1053394619/,Male,,Temple University,1991,,Surgery;Thoracic and Cardiac Surgery,Saint Joseph Hospital (Lexington);,-99,-99.0,27,31.3,0.5365881452079607,4.444444444444445,36.0
480,Dr. Paul M. Moore,1295734515,www.checkbook.org/surgeonratings/Lung-Surgery/Paul-M-Moore/1295734515/,Male,,University of Wisconsin,1986,,Thoracic and Cardiac Surgery,The Medical Center (Bowling Green);,157,5.8,151,32.6,0.3318554781089817,4.3500000000000005,48.0
481,Dr. Timothy Mullett,1841255924,www.checkbook.org/surgeonratings/Lung-Surgery/Timothy-Mullett/1841255924/,Male,,University of Florida,1987,,Surgery;Thoracic and Cardiac Surgery,UK HealthCare;,-99,-99.0,66,25.9,-0.07105075660972011,5.0,2.0
482,Dr. James P. O'Rourke,1144226598,www.checkbook.org/surgeonratings/Lung-Surgery/James-P-ORourke/1144226598/,Male,,University of Illinois,1982,,Surgery;Thoracic and Cardiac Surgery,Lourdes Hospital - Paducah;Baptist Health Paducah;,-99,-99.0,43,25.1,-0.16107133465678358,4.64,10.0
483,Dr. Anthony G. Rogers,1629039755,www.checkbook.org/surgeonratings/Lung-Surgery/Anthony-G-Rogers/1629039755/,Male,,University of Kentucky,1979,,Thoracic and Cardiac Surgery;Vascular Surgery,Central Baptist Hospital;Saint Joseph Hospital (Lexington);,125,8.6,120,29.1,0.5575538504604718,3.746666666666667,60.0
484,Dr. Sibu Saha,1144285297,www.checkbook.org/surgeonratings/Lung-Surgery/Sibu-Saha/1144285297/,Male,,Foreign Medical School--Pakistan,1966,Jacksonville U Hosp,Surgery;Thoracic and Cardiac Surgery,UK HealthCare;,-99,-99.0,41,26.5,-0.0035353230744221116,4.105263157894737,19.0
485,Dr. Robert K. Salley,1790888113,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-K-Salley/1790888113/,Male,,Louisiana State University-Shreveport,1977,U Rochester,Thoracic and Cardiac Surgery,Saint Joseph Hospital (Lexington);,-99,-99.0,25,22.3,-0.47614335782150696,4.537333333333334,75.0
486,Dr. Michael E. Sekela,1649254137,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-E-Sekela/1649254137/,Male,,Yeshiva University,1981,,Thoracic and Cardiac Surgery,Saint Joseph Hospital (Lexington);UK HealthCare;,-99,-99.0,23,18.7,-0.8812359590332942,4.466666666666667,54.0
487,Dr. T. Mark Stanfield,1689771396,www.checkbook.org/surgeonratings/Lung-Surgery/T-Mark-Stanfield/1689771396/,Male,,University of Missouri-Kansas City,1991,U AL,Surgery;Thoracic and Cardiac Surgery,Baptist Health Madisonville;,-99,-99.0,24,28.0,0.16525326076382252,3.825925925925926,27.0
488,Dr. Sidney Donald Trogdon,1154326965,www.checkbook.org/surgeonratings/Lung-Surgery/Sidney-Donald-Trogdon/1154326965/,Male,,East Carolina University,1987,U Med Ctr Estn Carolina,Surgery,St. Elizabeth;St. Elizabeth Florence;,-99,-99.0,48,52.7,2.9446386079669176,4.865957446808511,94.0
489,Dr. Keung Ung,1972640498,www.checkbook.org/surgeonratings/Lung-Surgery/Keung-Ung/1972640498/,Male,,Wayne State University,2000,,Surgery;Thoracic and Cardiac Surgery,Baptist Health Paducah;,-99,-99.0,31,14.1,-1.398854282803911,4.6838235294117645,68.0
490,Dr. Victor Henry Vanberkel,1083740757,www.checkbook.org/surgeonratings/Lung-Surgery/Victor-Henry-Vanberkel/1083740757/,Male,,Washington University,2003,,Thoracic and Cardiac Surgery,Jewish Hospital/Sts. Mary and Elizabeth Hospital;University of Louisville Hospital;Norton Healthcare;,-99,-99.0,45,24.5,-0.2285867681920816,5.0,24.0
491,Dr. Mohamad Allam,1174732846,www.checkbook.org/surgeonratings/Lung-Surgery/Mohamad-Allam/1174732846/,Male,,,,,Thoracic and Cardiac Surgery,Heart Hospital of Lafayette;Lafayette General Medical Center;Our Lady of Lourdes Regional Medical Center;Terrebonne General Medical Center;,-99,-99.0,57,35.2,0.975438463187397,4.605882352941177,17.0
492,Dr. Blaine Mcdermott Borders,1326101254,www.checkbook.org/surgeonratings/Lung-Surgery/Blaine-Mcdermott-Borders/1326101254/,Male,,Louisiana State University-Shreveport,1986,,Surgery;Thoracic and Cardiac Surgery,Glenwood Regional Medical Center;St. Francis Medical Center (Monroe);,-99,-99.0,18,49.5,2.584556295778662,4.7,7.0
