,Hospital,City,State,ZIP Code,Score,Score URL
589,Community Hospital South,Indianapolis,IN,46227-0963,38.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
590,Union Hospital-Terre Haute,Terre Haute,IN,47804-2780,37.0,/best-hospitals/area/co/national-jewish-health-6840315/pul
591,Community Hospital North,Indianapolis,IN,46256-1695,36.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
592,St. Vincent Kokomo Hospital,Kokomo,IN,46901-4197,36.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
593,Community Hospital East,Indianapolis,IN,46219-3095,34.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
594,Porter Regional Hospital,Valparaiso,IN,46383-8947,34.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
595,Franciscan Health Crown Point,Crown Point,IN,46307-8483,29.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
596,Franciscan Health Hammond,Hammond,IN,46320-1999,28.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
597,Franciscan Health Michigan City,Michigan City,IN,46360-4358,24.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
598,Terre Haute Regional Hospital,Terre Haute,IN,47802-5709,16.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
599,University of Iowa Hospitals and Clinics,Iowa City,IA,52242-1009,76.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
600,UnityPoint Health-St. Luke's Hospital,Cedar Rapids,IA,52402-3026,70.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
601,Mercy Medical Center-Dubuque,Dubuque,IA,52001-7360,61.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
602,Mercy Iowa City Hospital,Iowa City,IA,52245-2689,58.7,/best-hospitals/area/co/national-jewish-health-6840315/pul
603,Mary Greeley Medical Center,Ames,IA,50010-5745,56.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
604,UnityPoint Health-Iowa Methodist Medical Center,Des Moines,IA,50309-1406,55.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
605,Mercy Medical Center-Cedar Rapids,Cedar Rapids,IA,52403-1292,55.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
606,UnityPoint Health-Finley Hospital,Dubuque,IA,52001-6393,54.7,/best-hospitals/area/co/national-jewish-health-6840315/pulm
607,Mercy Medical Center-North Iowa,Mason City,IA,50401-2800,54.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
608,MercyOne Des Moines Medical Center,Des Moines,IA,50314-2611,54.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
609,UnityPoint Health-Waterloo,Waterloo,IA,50703-1916,53.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
610,UnityPoint Health-Iowa Lutheran Hospital,Des Moines,IA,50316-2392,53.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
611,Great River Health System-West Burlington,West Burlington,IA,52655-1681,52.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
612,Genesis Medical Center-Davenport-West Central Park,Davenport,IA,52803-2498,51.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
613,UnityPoint Health-St. Lukes's Sioux City,Sioux City,IA,51104-3734,46.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
614,MercyOne Siouxland Medical Center,Sioux City,IA,51101-1326,46.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
615,Mercy Medical Center-Clinton,Clinton,IA,52732-2940,43.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
616,MercyOne Waterloo Medical Center,Waterloo,IA,50702-5401,41.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
617,Methodist Jennie Edmundson Hospital,Council Bluffs,IA,51503-4652,35.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
618,University of Kansas Hospital,Kansas City,KS,66160-7200,71.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
619,Stormont Vail Hospital,Topeka,KS,66604-1353,69.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
620,Shawnee Mission Medical Center,Shawnee Mission,KS,66204-4004,64.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
621,Providence Medical Center-Kansas City,Kansas City,KS,66112-1689,57.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
622,Wesley Healthcare Center,Wichita,KS,67214-4976,54.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
623,Salina Regional Health Center,Salina,KS,67401-4198,52.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
624,LMH Health-Lawrence,Lawrence,KS,66044-1360,51.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
625,Via Christi Hospital on St. Francis,Mulvane,KS,67110,50.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
626,Menorah Medical Center,Overland Park,KS,66209-3722,47.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
627,Overland Park Regional Medical Center,Overland Park,KS,66215-2306,45.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
628,University of Kansas Health System St. Francis Campus,Topeka,KS,66606-1690,44.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
629,Olathe Medical Center,Olathe,KS,66061-5350,39.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
630,Hutchinson Regional Medical Center,Hutchinson,KS,67502-1191,37.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
631,University of Kentucky Albert B. Chandler Hospital,Lexington,KY,40536-0293,60.2,"racking-id=""scorecard-specialty-click"" href=""/best-hospitals/area/co/national-jew"
632,Baptist Health Lexington,Lexington,KY,40503-1499,59.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
633,Baptist Health Louisville,Louisville,KY,40207-4676,58.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
634,St. Elizabeth Healthcare Edgewood-Covington Hospitals,Edgewood,KY,41017-3403,56.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
635,CHI St. Joseph Health-Lexington,Lexington,KY,40504-3754,55.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
636,Pikeville Medical Center,Pikeville,KY,41501-1689,54.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
637,St. Joseph East Hospital,Lexington,KY,40509-1805,54.5,/best-hospitals/area/co/national-jewish-health-6840315/pul
638,St. Joseph Hospital-London,London,KY,40741-8345,54.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
639,St. Elizabeth Florence Hospital,Florence,KY,41042-4824,53.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
640,Hardin Memorial Health-Elizabethtown,Elizabethtown,KY,42701-2503,53.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
641,Norton Hospital,Louisville,KY,40202-1800,53.4,/best-hospitals/area/co/national-jewish-health-6840315/pulm
642,T. J. Samson Community Hospital,Glasgow,KY,42141-3483,51.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
643,St. Elizabeth Fort Thomas Hospital,Fort Thomas,KY,41075-1796,48.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
644,St. Claire Regional Medical Center,Morehead,KY,40351-1179,47.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
645,Jewish Hospital,Louisville,KY,40202-1886,46.5,/best-hospitals/area/co/national-jewish-health-6840315/pulm
646,Owensboro Health Regional Hospital,Owensboro,KY,42303,46.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
647,Hazard ARH Regional Medical Center,Hazard,KY,41701-9421,45.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
648,Our Lady of Bellefonte Hospital,Ashland,KY,41101,44.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
649,Ephraim McDowell Regional Medical Center,Danville,KY,40422-1823,44.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
650,Tug Valley ARH Regional Medical Center,South Williamson,KY,41503-4072,43.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
651,Baptist Health Corbin,Corbin,KY,40701-8420,42.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
652,Mercy Health-Lourdes Hospital,Paducah,KY,42003-7900,41.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
653,Medical Center at Bowling Green,Bowling Green,KY,42101-1795,41.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
654,Jackson Purchase Medical Center,Mayfield,KY,42066-1159,41.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
655,Baptist Health Paducah,Paducah,KY,42003-3200,40.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
656,Lake Cumberland Regional Hospital,Somerset,KY,42503-2750,32.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
657,Baptist Health Madisonville,Madisonville,KY,42431-1694,30.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
658,Baptist Health Richmond,Richmond,KY,40475-2405,30.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
659,King's Daughters Medical Center-Ashland,Ashland,KY,41101-2874,28.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
660,Highlands ARH Regional Medical Center,Prestonsburg,KY,41653-1273,24.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
661,Our Lady of the Lake Regional Medical Center,Baton Rouge,LA,70808-4375,63.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
662,Ochsner Medical Center,New Orleans,LA,70121-2429,61.0,"racking-id=""scorecard-specialty-click"" href=""/best-hos"
663,St. Tammany Parish Hospital,Covington,LA,70433-2330,58.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
664,East Jefferson General Hospital,Metairie,LA,70006-2996,56.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
665,Baton Rouge General Medical Center,Baton Rouge,LA,70809-3679,52.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
666,Willis-Knighton Medical Center,Shreveport,LA,71103-3908,51.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
667,Slidell Memorial Hospital,Slidell,LA,70458-2987,50.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
668,Lafayette General Medical Center,Lafayette,LA,70503-2696,50.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
669,Ochsner Medical Center-Baton Rouge,Baton Rouge,LA,70816-3224,50.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
670,Tulane Health System-New Orleans,New Orleans,LA,70112-2600,49.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
671,Lake Charles Memorial Hospital,Lake Charles,LA,70601-8911,49.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
672,Ochsner Medical Center-North Shore,Slidell,LA,70461-5520,49.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
673,Christus St. Frances Cabrini Hospital,Alexandria,LA,71301-3899,48.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
674,Glenwood Regional Medical Center,West Monroe,LA,71291-5327,48.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
675,Our Lady of Lourdes Regional Medical Center,Lafayette,LA,70508-6917,48.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
676,Rapides Regional Medical Center,Alexandria,LA,71301-8421,47.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
677,Christus Ochsner St. Patrick Hospital Southwest Louisiana,Lake Charles,LA,70601-5799,46.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
678,Ochsner Medical Center-Kenner,Kenner,LA,70065-6001,46.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
679,St. Francis Medical Center-Monroe,Monroe,LA,71201-7407,45.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
680,North Oaks Medical Center,Hammond,LA,70403-1436,44.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
681,Christus Health Shreveport-Bossier,Shreveport,LA,71105-6800,43.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
682,Touro Infirmary,New Orleans,LA,70115-3593,41.4,/best-hospitals/area/co/national-jewish-health-6840315/pulm
683,Terrebonne General Medical Center,Houma,LA,70360-3498,40.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
684,West Jefferson Medical Center,Marrero,LA,70072-3191,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
685,Thibodaux Regional Medical Center,Thibodaux,LA,70301-4847,35.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
686,Opelousas General Hospital,Opelousas,LA,70570-6499,24.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
687,Maine Medical Center,Portland,ME,04102-3175,66.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
688,MaineGeneral Medical Center,Augusta,ME,04330,56.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
689,Central Maine Medical Center,Lewiston,ME,04240-7027,56.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
690,Eastern Maine Medical Center,Bangor,ME,04401-6674,52.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
691,Mid Coast Hospital,Brunswick,ME,04011-2652,50.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
692,Johns Hopkins Hospital,Baltimore,MD,21287-2182,81.8,"racking-id=""scorecard-specialty-click"" href=""/best-hos"
693,University of Maryland Medical Center,Baltimore,MD,21201-1595,64.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
694,MedStar Harbor Hospital,Baltimore,MD,21225-1290,60.3,/best-hospitals/area/co/national-jewish-health-6840315/pulm
695,Suburban Hospital,Bethesda,MD,20814-1497,57.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
696,CalvertHealth Medical Center,Prince Frederick,MD,20678-4017,57.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
697,MedStar Franklin Square Medical Center,Baltimore,MD,21237-3901,56.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
698,Greater Baltimore Medical Center,Baltimore,MD,21204-6892,56.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
699,MedStar Montgomery Medical Center,Olney,MD,20832-1512,55.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
700,Howard County General Hospital,Columbia,MD,21044-2999,54.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
701,Peninsula Regional Medical Center,Salisbury,MD,21801-5422,54.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
702,University of Maryland St. Joseph Medical Center,Towson,MD,21204-7582,53.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
703,Meritus Medical Center,Hagerstown,MD,21742-6710,51.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
704,Adventist Healthcare Shady Grove Medical Center,Rockville,MD,20850-3395,50.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
705,MedStar Union Memorial Hospital,Baltimore,MD,21218-2895,50.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
706,Johns Hopkins Bayview Medical Center,Baltimore,MD,21224-2780,50.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
707,MedStar Good Samaritan Hospital,Baltimore,MD,21239-2995,49.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
708,Sinai Hospital of Baltimore,Baltimore,MD,21215-5271,49.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
709,Holy Cross Hospital-Silver Spring,Silver Spring,MD,20910-1487,47.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
710,Doctors Community Hospital,Lanham,MD,20706-3574,46.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
711,Western Maryland Regional Medical Center,Cumberland,MD,21502-6393,45.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
712,University of Maryland Upper Chesapeake Medical Center,Bel Air,MD,21014-4324,45.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
713,St. Agnes Hospital-Baltimore,Baltimore,MD,21229-5201,44.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
714,Anne Arundel Medical Center,Annapolis,MD,21401-3019,43.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
